,Memory Error,Number Edges,Number Nodes,Number Evidence,Number MAP variables: ,Heuristic,Instantiation,rows multiplied,rows summed out,rows maxed out,seconds elapsed
0,No,6,9,0,1,minfill,"      p  l2n2
0  0.69  True",0,0,2,0.007906198501586914
0,No,6,9,0,1,minfill,"     p  l0n0
0  1.0  True",0,0,2,0.006262063980102539
0,No,6,9,0,1,minfill,"          p  l2n2
0  0.742041  True",32,32,2,0.02628183364868164
0,No,6,9,0,1,minfill,"      p  l0n0
0  0.86  True",0,0,2,0.0028600692749023438
0,No,6,9,0,1,minfill,"      p  l0n0
0  0.51  True",0,0,2,0.002843141555786133
0,No,6,9,0,1,minfill,"        p   l1n2
0  0.7086  False",4,4,2,0.006499052047729492
0,No,6,9,0,1,minfill,"      p  l0n2
0  0.59  True",0,0,2,0.002851247787475586
0,No,6,9,0,1,minfill,"      p   l2n2
0  0.88  False",0,0,2,0.002827882766723633
0,No,6,9,0,1,minfill,"        p  l1n1
0  0.6179  True",4,4,2,0.006386995315551758
0,No,6,9,0,1,minfill,"          p  l2n0
0  0.631364  True",8,8,2,0.009871959686279297
0,No,6,9,0,1,minfill,"        p   l1n0
0  0.6524  False",4,4,2,0.006407022476196289
0,No,6,9,0,1,minfill,"        p   l1n1
0  0.8692  False",4,4,2,0.006403923034667969
0,No,6,9,0,1,minfill,"      p  l0n1
0  0.99  True",0,0,2,0.003030061721801758
0,No,6,9,0,1,minfill,"          p   l2n0
0  0.580375  False",32,32,2,0.021461009979248047
0,No,6,9,0,1,minfill,"          p  l2n0
0  0.623568  True",8,8,2,0.01001596450805664
0,No,6,9,0,1,minfill,"      p  l0n0
0  0.78  True",0,0,2,0.0028569698333740234
0,No,6,9,0,1,minfill,"      p  l1n2
0  0.67  True",0,0,2,0.0028748512268066406
0,No,6,9,0,1,minfill,"        p  l2n1
0  0.7484  True",8,8,2,0.009994029998779297
0,No,6,9,0,1,minfill,"      p   l0n1
0  0.69  False",0,0,2,0.002893209457397461
0,No,6,9,0,1,minfill,"      p  l0n0
0  0.66  True",0,0,2,0.00284576416015625
0,No,6,9,0,1,minfill,"      p   l2n1
0  0.51  False",0,0,2,0.0028600692749023438
0,No,6,9,0,1,minfill,"          p  l2n1
0  0.720462  True",16,16,2,0.014467239379882812
0,No,6,9,0,1,minfill,"        p   l1n1
0  0.7668  False",4,4,2,0.006405830383300781
0,No,6,9,0,1,minfill,"      p   l0n0
0  0.94  False",0,0,2,0.0033416748046875
0,No,6,9,0,1,minfill,"          p  l2n1
0  0.528544  True",8,8,2,0.010002851486206055
0,No,6,9,0,1,minfill,"         p  l1n2
0  0.90943  True",12,12,2,0.010607719421386719
0,No,6,9,0,1,minfill,"     p   l0n2
0  0.8  False",0,0,2,0.0028498172760009766
0,No,6,9,0,1,minfill,"      p   l0n2
0  0.69  False",0,0,2,0.0029010772705078125
0,No,6,9,0,1,minfill,"          p  l2n1
0  0.617173  True",20,20,2,0.01861095428466797
0,No,6,9,0,1,minfill,"         p   l2n1
0  0.63621  False",8,8,2,0.009790182113647461
0,No,6,9,0,1,mindegree,"        p   l1n2
0  0.5158  False",4,4,2,0.006017923355102539
0,No,6,9,0,1,mindegree,"          p  l2n2
0  0.815761  True",44,44,2,0.024213075637817383
0,No,6,9,0,1,mindegree,"      p   l0n2
0  0.64  False",0,0,2,0.0027840137481689453
0,No,6,9,0,1,mindegree,"      p  l0n1
0  0.98  True",0,0,2,0.0027680397033691406
0,No,6,9,0,1,mindegree,"      p  l1n1
0  0.62  True",0,0,2,0.0027670860290527344
0,No,6,9,0,1,mindegree,"          p  l1n2
0  0.519816  True",12,12,2,0.009901762008666992
0,No,6,9,0,1,mindegree,"        p   l1n2
0  0.8278  False",4,4,2,0.006052255630493164
0,No,6,9,0,1,mindegree,"      p  l0n2
0  0.73  True",0,0,2,0.0027709007263183594
0,No,6,9,0,1,mindegree,"      p   l2n0
0  0.67  False",0,0,2,0.0027768611907958984
0,No,6,9,0,1,mindegree,"      p  l0n0
0  0.82  True",0,0,2,0.0027799606323242188
0,No,6,9,0,1,mindegree,"      p   l0n2
0  0.88  False",0,0,2,0.0027637481689453125
0,No,6,9,0,1,mindegree,"          p   l1n0
0  0.569092  False",12,12,2,0.009881019592285156
0,No,6,9,0,1,mindegree,"      p   l0n0
0  0.73  False",0,0,2,0.002792835235595703
0,No,6,9,0,1,mindegree,"       p  l1n0
0  0.942  True",4,4,2,0.0060749053955078125
0,No,6,9,0,1,mindegree,"      p   l0n1
0  0.65  False",0,0,2,0.0028028488159179688
0,No,6,9,0,1,mindegree,"        p  l1n1
0  0.5119  True",4,4,2,0.006084918975830078
0,No,6,9,0,1,mindegree,"          p  l2n2
0  0.714328  True",8,8,2,0.00933980941772461
0,No,6,9,0,1,mindegree,"      p  l0n0
0  0.64  True",0,0,2,0.002808809280395508
0,No,6,9,0,1,mindegree,"        p   l2n1
0  0.5195  False",4,4,2,0.0060710906982421875
