,Memory Error,Number Edges,Number Nodes,Number Evidence,Number MAP variables: ,Heuristic,Instantiation,rows multiplied,rows summed out,rows maxed out,seconds elapsed
0,No,15,9,0,1,random,"      p  l0n0
0  0.56  True",0,0,2,0.0027740001678466797
0,No,14,9,0,1,random,"        p   l1n0
0  0.5948  False",12,12,2,0.009766101837158203
0,No,10,9,0,1,random,"      p  l0n1
0  0.81  True",0,0,2,0.0027260780334472656
0,No,8,9,0,1,random,"      p  l2n0
0  0.67  True",0,0,2,0.0026938915252685547
0,No,15,9,0,1,random,"        p  l1n0
0  0.9336  True",4,4,2,0.006118297576904297
0,No,15,9,0,1,random,"          p  l2n2
0  0.687484  True",200,188,2,0.030133962631225586
0,No,11,9,0,1,random,"      p  l0n1
0  0.77  True",0,0,2,0.0027823448181152344
0,No,12,9,0,1,random,"          p  l1n2
0  0.587541  True",28,28,2,0.014109134674072266
0,No,15,9,0,1,random,"      p   l0n2
0  0.67  False",0,0,2,0.002752065658569336
0,No,14,9,0,1,random,"          p   l1n0
0  0.866036  False",12,12,2,0.009884119033813477
0,No,11,9,0,1,random,"      p  l0n2
0  0.72  True",0,0,2,0.002865314483642578
0,No,13,9,0,1,random,"          p  l2n0
0  0.577554  True",92,92,2,0.023983001708984375
0,No,11,9,0,1,random,"          p   l2n0
0  0.731616  False",12,12,2,0.009850740432739258
0,No,15,9,0,1,random,"       p   l1n0
0  0.526  False",4,4,2,0.006012916564941406
0,No,14,9,0,1,random,"          p  l2n2
0  0.595726  True",188,188,2,0.02942800521850586
0,No,10,9,0,1,random,"          p  l2n0
0  0.700604  True",28,28,2,0.014043807983398438
0,No,10,9,0,1,random,"         p  l1n2
0  0.75128  True",12,12,2,0.009792804718017578
0,No,12,9,0,1,random,"        p   l1n0
0  0.8194  False",4,4,2,0.0060231685638427734
0,No,14,9,0,1,random,"      p   l0n0
0  0.79  False",0,0,2,0.002743244171142578
0,No,15,9,0,1,random,"          p   l2n1
0  0.514505  False",164,188,2,0.029165983200073242
0,No,11,9,0,1,random,"          p   l2n1
0  0.541361  False",20,20,2,0.013572931289672852
0,No,10,9,0,1,random,"          p  l1n0
0  0.763725  True",12,12,2,0.009804010391235352
0,No,10,9,0,1,random,"      p  l0n0
0  0.67  True",0,0,2,0.002755880355834961
0,No,11,9,0,1,random,"      p  l0n1
0  0.65  True",0,0,2,0.0027179718017578125
0,No,12,9,0,1,random,"      p   l0n1
0  0.61  False",0,0,2,0.0027239322662353516
0,No,11,9,0,1,random,"         p  l1n1
0  0.68128  True",12,12,2,0.009778261184692383
0,No,11,9,0,1,random,"         p   l2n2
0  0.67141  False",116,124,2,0.027869224548339844
0,No,12,9,0,5,minfill,"         p  l0n2   l0n1  l1n0   l1n2
0  0.28953  True  False  True  False",72,32,32,0.032240867614746094
0,No,10,9,0,5,minfill,"          p   l0n0   l2n1  l1n0   l0n1   l0n2
0  0.107829  False  False  True  False  False",106,64,62,0.049334049224853516
0,No,12,9,0,5,minfill,"          p   l2n1  l2n2   l1n0
1  0.277055  False  True  False",108,72,14,0.043898820877075195
0,No,11,9,0,5,minfill,"          p   l1n1  l1n0  l2n0  l2n1
1  0.187481  False  True  True  True",120,80,32,0.04953813552856445
0,No,13,9,0,5,minfill,"   l0n0  l0n2  l2n2  l0n1         p
0  True  True  True  True  0.275548",26,16,16,0.026723861694335938
0,No,12,9,0,5,minfill,"          p  l2n0  l1n1   l1n0  l0n2   l1n2
2  0.171132  True  True  False  True  False",64,32,40,0.04691624641418457
0,No,15,9,0,5,minfill,"         p  l1n0   l1n2  l0n2
1  0.24914  True  False  True",43,32,15,0.027688980102539062
0,No,11,9,0,5,minfill,"          p  l2n0   l2n2   l1n1   l2n1
0  0.234749  True  False  False  False",140,112,30,0.05617094039916992
0,No,10,9,0,5,minfill,"          p  l0n1   l1n2  l2n1  l2n0  l0n2
1  0.251507  True  False  True  True  True",172,104,48,0.05598807334899902
0,No,10,9,0,5,minfill,"          p  l2n0   l1n1   l2n2  l0n1
1  0.266361  True  False  False  True",76,48,36,0.03768491744995117
0,No,8,9,0,5,minfill,"          p   l1n2   l1n0   l2n2   l0n1   l1n1
0  0.216887  False  False  False  False  False",54,12,50,0.047148942947387695
0,No,13,9,0,5,minfill,"          p   l2n2   l1n1   l1n2
0  0.318154  False  False  False",52,40,14,0.03262019157409668
0,No,15,9,0,5,minfill,"          p  l2n1   l1n2  l0n0   l2n0
0  0.213441  True  False  True  False",188,160,32,0.05258607864379883
0,No,10,9,0,5,minfill,"          p   l1n0   l0n2   l1n2   l2n0
0  0.307311  False  False  False  False",56,24,30,0.03620100021362305
0,No,11,9,0,5,minfill,"          p  l0n2  l2n1  l1n1   l2n2
0  0.226036  True  True  True  False",108,84,30,0.04895901679992676
0,No,13,9,0,5,minfill,"          p  l0n2  l1n0   l0n1  l1n1
1  0.299662  True  True  False  True",60,32,31,0.0317692756652832
0,No,11,9,0,5,minfill,"          p  l2n2  l0n1   l1n1  l1n0
0  0.425733  True  True  False  True",38,24,18,0.03313732147216797
0,No,10,9,0,5,minfill,"   l0n2  l2n0   l0n0         p
0  True  True  False  0.214332",4,4,6,0.01512765884399414
0,No,10,9,0,5,minfill,"          p  l2n1  l0n0  l2n0  l0n1
1  0.470358  True  True  True  True",187,168,31,0.05158829689025879
0,No,12,9,0,5,minfill,"          p   l2n1  l2n2  l1n1
0  0.298595  False  True  True",92,80,14,0.04528498649597168
0,No,12,9,0,5,minfill,"          p  l2n2   l0n2  l2n1
0  0.341747  True  False  True",212,176,14,0.0482332706451416
0,No,14,9,0,5,minfill,"         p  l1n0   l0n1  l0n2  l1n2
2  0.19449  True  False  True  True",26,8,28,0.030974864959716797
0,No,11,9,0,5,minfill,"          p   l0n0  l1n2   l0n2
0  0.287508  False  True  False",27,16,15,0.022082090377807617
0,No,11,9,0,5,minfill,"          p  l0n2   l0n1  l2n2  l2n1
2  0.217564  True  False  True  True",224,160,33,0.052052974700927734
0,No,13,9,0,5,minfill,"          p  l1n1  l0n0  l1n2  l2n1  l0n2
4  0.228062  True  True  True  True  True",158,96,74,0.05128288269042969
0,No,12,9,0,5,minfill,"          p  l0n2   l1n0   l2n2  l1n1
1  0.211769  True  False  False  True",80,48,23,0.0374758243560791
0,No,9,9,0,5,minfill,"          p  l2n2   l0n2   l1n2  l1n1
0  0.396861  True  False  False  True",42,24,18,0.03293013572692871
0,No,11,9,0,5,minfill,"          p   l1n2   l2n2   l0n0  l0n2  l1n1
0  0.215527  False  False  False  True  True",86,48,50,0.04892778396606445
0,No,9,9,0,5,minfill,"          p   l0n1  l1n1  l2n1  l2n0  l1n2
1  0.142053  False  True  True  True  True",84,40,50,0.053603172302246094
0,No,9,9,0,5,minfill,"          p  l2n0   l1n0  l0n1  l1n1
0  0.268926  True  False  True  True",80,64,30,0.0427250862121582
0,No,11,9,0,5,mindegree,"          p  l0n0   l2n2   l2n1   l2n0
0  0.166169  True  False  False  False",348,236,30,0.04831290245056152
0,No,13,9,0,5,mindegree,"         p   l1n0   l0n0  l0n1
0  0.21294  False  False  True",8,0,16,0.017069101333618164
0,No,12,9,0,5,mindegree,"          p   l0n2   l0n0  l2n1
0  0.732765  False  False  True",44,32,14,0.025310993194580078
0,No,9,9,0,5,mindegree,"   l1n2   l0n0   l1n0         p
0  True  False  False  0.376258",12,12,6,0.017570972442626953
0,No,12,9,0,5,mindegree,"          p   l0n1  l0n2   l2n1  l2n0   l1n1
0  0.187772  False  True  False  True  False",152,80,62,0.04867672920227051
0,No,14,9,0,5,mindegree,"          p   l0n2   l2n0   l1n2  l1n1
0  0.341412  False  False  False  True",68,40,32,0.037000179290771484
0,No,11,9,0,5,mindegree,"   l1n0  l0n1   l1n2        p
0  True  True  False  0.48494",16,12,8,0.02095794677734375
0,No,10,9,0,5,mindegree,"          p   l0n2   l1n2  l2n0  l1n1
1  0.187892  False  False  True  True",42,32,18,0.03332996368408203
0,No,11,9,0,5,mindegree,"          p   l0n1   l2n2  l1n0
0  0.240612  False  False  True",96,80,14,0.03373217582702637
0,No,13,9,0,5,mindegree,"          p   l2n0   l1n1  l2n1  l2n2
0  0.170472  False  False  True  True",256,176,33,0.04884624481201172
0,No,11,9,0,5,mindegree,"          p  l2n0   l1n0   l1n1  l0n1
1  0.227715  True  False  False  True",97,80,35,0.03884530067443848
0,No,17,9,0,5,mindegree,"          p   l1n2   l2n1   l0n2   l1n0
0  0.274227  False  False  False  False",181,128,32,0.040368080139160156
0,No,9,9,0,5,mindegree,"    l0n1  l1n0  l1n2   l2n1         p
0  False  True  True  False  0.258997",28,16,17,0.0287020206451416
0,No,12,9,0,5,mindegree,"          p  l2n2  l0n2   l1n0   l2n0   l1n1
1  0.266589  True  True  False  False  False",112,72,41,0.047338008880615234
